,Unnamed: 0,address,area,code,description,floor,kv,latitude,longitude,photos,price_local,price_usa,views_day,views_week,zones,Агентство,Балкон,Бытовая техника,Вид этажа,Год кап.ремонта,Год постройки,Дата обновления,Дополнительно,Мебель,Метро,На Новый год,Направление,Населенный пункт,Планировка,Плита,Полы,Предоплата,Примечания,Район (области),Район города,Ремонт,Сан/узел,Соседи по квартире,Специалист,Срок сдачи,Телефон,Тип дома,УНП,Условия сдачи,Услуга агентства,Число спальных мест,Этаж / этажность,До центра,До метро
1010,1010,"Боровляны, Первомайская ул., 48",80/70/8,1204679,, 1/9 п , 3/3 ,53.997869,27.681891,6.0,468 руб/месяц,230 $/месяц,18,132,,,балкон,"холодильник, стиральная машина, интернет",,,2008.0,2017-12-03,,есть,Уручье,,Логойское,Боровляны,новостройка,газовая,,,"Сдается отличная трехкомнатная квартира в баровлянах, около детской больницы. Есть все необходимое для комфортного проживания, высокоскоростной интернет, стиральная машина, мебель, холодильник,звоните.",,,хороший ремонт,раздельный,,,длительный,есть,панельный,,,,,1 / 9,13036,5829
1011,1011,"Минск, Независимости просп., 33",60/38/8,914010,, 4в/5 , 2/2 ,53.90868100000001,27.572799,6.0,2 443 руб/месяц,1200 $/месяц,7,34,"Машерова, Оперный театр, Коммунистическая",Гарант Недвижимость,,,,,,2017-12-01,,есть,Площадь Победы,,,Минск,,,ламинат,не нужна,,,Центральный район,евроремонт,,,,длительный,есть,,,,по факту,,4 / 5,874,239
1012,1012,"Минск, Комсомольская ул., 29",63/33/15,994683,"Сдается просторная 2-х комн. квартира с дизайнерским ремонтом по ул. Комсомольская, 29 (ст.м. ""Купаловская""). Дом современный, 2008 года постройки, имеется машино-место в подземном паркинге, территория дома огорожена. Ремонт выполнен из качественных материалов, современная мебель, качественная техника – делали для себя. Кухня со встроенной бытовой техникой, просторный зал и спальня, 2 с/у, имеется душевая кабина. Квартира полностью укомплектована мебелью и бытовой техникой (духовой шкаф, варочная поверхность, вытяжка, холодильник, СВЧ, телевизор, кондиционер, стиральная машина, бойлер, утюг, пылесос), имеется много места для хранения: шкафы-куме, комод. Готова для заселения и комфортного проживания.", 3в/5 к , 2/2 ,53.8984,27.557,10.0,2 443 руб/месяц,1200 $/месяц,6,21,"Независимости, Немига, Романовская слобода",Гарант Недвижимость,,,,,2001.0,2017-12-01,,есть,Купаловская,,,Минск,улучшенный проект,,ламинат,не нужна,,,Центральный район,евроремонт,,,,длительный,есть,кирпичный,,,по факту,,3 / 5,739,413
1013,1013,"Минск, Корженевского ул.",68/48/8,1196256,, 3/5 п , 3/3 ,53.844314,27.494115,,200 руб/месяц,"98,2 $/месяц",10,56,"Казинца,Ландера",,2 лоджии застекленные + вагонка,"холодильник, стиральная машина",,,,2017-11-17,"домофон, стеклопакеты, парковка, хороший вид из окна, окна во двор, благоустроенный двор, детская площадка, рядом магазин, рядом супермаркет, рядом рынок, рядом зеленая зона",есть,Малиновка,,,Минск,стандартный проект,газовая,,месяц,"Сдаются комнаты в 3-ох комнатной квартире без хозяйки. Квартира находится в Октябрьском районе. В хорошем тихом спальном районе Курасовщина. Недалеко располагается автобусная и жд остановка, в шаговой доступности магазины, рынок, банк. Звонить с 18.00-23.00 Предпочтительно студенты и людям без семьи.",,Октябрьский район,,раздельный,,,длительный,,панельный,,студентам,,,3 / 5,8021,1398
1014,1014,"Минск, Байкальская ул., 45",70/60/0,1171444,, 4/9 п , 3/3 ,53.870097,27.688862,1.0,200 руб/месяц,"98,2 $/месяц",7,64,Ангарская,,,"холодильник, посуда, телевизор",,,1979.0,2017-11-29,"домофон, лифт, окна во двор, детская площадка, рядом магазин, рядом супермаркет, рядом гипермаркет, рядом рынок, рядом зеленая зона",есть,Могилевская,,,Минск,стандартный проект,газовая,линолеум,,"Квартира 3х комнатная для строителей 10 чел. 7 руб.сутки с человека .Есть дома 2 уровня, 7комнат,5 сан.узла. вместимость – 16-56 жильё до 150 человек , парковка , площадь дома 400, год постройки 2017, блочный, отопление паровое на газу, электричество есть, газоснабжение есть, вода горячая, канализация местная, душевая кабина, гараж, отделка деревом, мебель, микроавтобусы 19 мест у хозяев возможна Доставка сотрудников на работу и обратно по безналу.",,Заводской район,отличный ремонт,,,,длительный,,панельный,,,,,4 / 9,9184,1322
1015,1015,"Дятлово, Октябрьская ул., 28",62/40/7,1189614,, 4/5 п , 3/3 ,53.465665,25.405228,7.0,160 руб/месяц,"78,6 $/месяц",15,226,,,лоджия,"холодильник, посуда, стиральная машина, высокоскоростной интернет",,2015.0,1982.0,2017-11-10,"металлическая дверь, стеклопакеты, хороший вид из окна, окна во двор, благоустроенный двор, детская площадка, рядом магазин, рядом рынок",есть,Каменная горка,,,Дятлово,стандартный проект,газовая,ДСП,2 месяца,"Квартира с мебелью, холодильником, стиральной машиной. Возможна временная регистрация по месту пребывания по договору найма жилого помещения.Высокоскоростной интернет (оптоволоконный кабель), телефон.Квартира находится в самом центре города, по ул. Октябрьской, дом после капремонта.+ коммунальные платежи",,,удовлетворительный ремонт,раздельный,,,длительный,есть,панельный,,,,,4 / 5,150180,142591
1016,1016,"Минск, Гвардейская ул., 1",75/47/12,1195777,, 3/7 к , 2/2 ,53.9133,27.53,16.0,2 443 руб/месяц,1200 $/месяц,9,28,"Победителей, Заславская",,лоджия застекленная,"холодильник, посуда, свч-печь, мелкая бытовая техника, посудомоечная машина, стиральная машина, душевая кабина, телевизор, интернет, высокоскоростной интернет, компьютерная сеть, кондиционер",,,2006.0,2017-12-07,"VIP-квартира, домофон, металлическая дверь, лифт, встроенные шкафы, стеклопакеты, парковка, хороший вид из окна, окна во двор, благоустроенный двор, детская площадка, рядом магазин, рядом супермаркет, рядом гипермаркет, рядом спортивный центр, рядом зеленая зона, элитная квартира",есть,Молодежная,,,Минск,улучшенный проект,электрическая,ламинат,2 месяца,"Сдается элитная 2-комнатная квартира в Центральном районе Минска по ул. Гвадейская, 1. Дом в престижном районе, 3-ий этаж 7-этажного кирпичного дома. Современная планировка. Высококачественный ремонт, импортная бытовая техника (посудомоечная и стиральная машины, холодильник, свч-печь), посуда. Высокоскоростной интернет, 2 кондиционера, 3 телевизора, сантехника Villeroy. Лифт, подземный гараж, парковка, хороший вид из окна, благоустроенный двор, детская площадка. Рядом гимназия, детсад, супермаркет, спортивный центр. Ближайшие станции метро: Фрунзенская, Немига, Молодёжная.",,Центральный район,отличный ремонт,раздельный,,,длительный,есть,кирпичный,,,,,3 / 7,2284,892
1017,1017,"Минск, Гвардейская ул., 1/-",75/47/12,536150,, 3/7 к , 2/2 ,53.913133,27.530273,17.0,2 443 руб/месяц,1200 $/месяц,11,34,"Победителей, Заславская",,лоджия,"холодильник, посуда, свч-печь, мелкая бытовая техника, посудомоечная машина, стиральная машина, телевизор, высокоскоростной интернет, кондиционер",,,2007.0,2017-10-30,"VIP-квартира, домофон, видеодомофон, металлическая дверь, охраняемая территория, лифт, стеклопакеты, подземный гараж, парковка, хороший вид из окна, благоустроенный двор, детская площадка, рядом супермаркет, рядом гипермаркет, рядом спортивный центр, элитная квартира",есть,Молодежная,,,Минск,новостройка,,паркет,2 месяца,"СОБСТВЕННИК Элитный дом в самом престижном месте г. Минска, высококачественный дизайнерский ремонт . 2 кондиционера,3 телевизора, сантехника Villeroy, Wi - Fi.",,Центральный район,евроремонт,раздельный,,,длительный,,кирпичный,,,,,3 / 7,2260,886
1018,1018,"Минск, Дзержинского просп., 119",80/45/10,1162818,"Сдается 3к кв. метро «Малиновка».  Квартира сдается под ремонт в   То есть, вместо полноценной суммы аренды вы платите в   меньше, чем было бы. Т.о. вы   приличные деньги. В квартире наполовину выполнена чистовая отделка (выровнены стены, уголки), разведена электрика под свет, розетки и выключатели. В прихожей сделан двухуровневый потолок с точечными светильниками. Счетчики воды и тепла. На батареях – терморегуляторы тепла. Метраж:  Дом теплый, из ячеистого бетона, 2014 г. Высота помещения –  . Окна выходят в две стороны: на проспект и во двор. Большая лоджия с видом на проспект и метро   (1 мин ходьбы). Солнечные стороны. Очень развитая инфраструктура и транспортное сообщение. Детские сады, школы, магазины, банки, аптеки, гипермаркет, поликлиника и т.п. ", 4/12 кб , 3/3 ,53.8503,27.4764,17.0,407 руб/месяц,200 $/месяц,16,131,Брилевичи,,лоджия застекленная,компьютерная сеть,,,2014.0,2017-11-24,"домофон, лифт, стеклопакеты, парковка, хороший вид из окна, окна во двор, благоустроенный двор, детская площадка, рядом магазин, рядом супермаркет, рядом гипермаркет, рядом спортивный центр, рядом зеленая зона, элитная квартира",,Малиновка,,,Минск,новостройка,электрическая,,,,,Московский район,без отделки,2 сан/узла,,,длительный,,кб,,,,,4 / 12,8214,171
1019,1019,"Минск, Уборевича ул., 152",60/35/0,1208566,, 2/5 п , 3/2 ,53.835802,27.618973,10.0,407 руб/месяц,200 $/месяц,13,13,Чижовка,,,,,,1967.0,2017-12-08,,есть,Автозаводская,,,Минск,брежневка,,,,"Сдаётся 3-комнатная квартира с мебелью в Чижовке (ул. Уборевича, 152). 200 у.е.!!!!! А.Н. Оплата по факту! Есть много хороших дешёвых вариантов!",,Заводской район,,,,,длительный,есть,панельный,,,,,2 / 5,8520,4175
1020,1020,"Витебск, Воинов-Интернационалистов ул., 22/1",79/49/8,1069062,, 6/8 п , 3/3 ,55.19471,30.190732,6.0,407 руб/месяц,200 $/месяц,8,72,,,2 балкона,"холодильник, посуда, свч-печь, мелкая бытовая техника, стиральная машина, телевизор, интернет",,,1988.0,2017-08-18,"домофон, сигнализация, лифт, встроенные шкафы, стеклопакеты, хороший вид из окна, окна во двор, благоустроенный двор, детская площадка, рядом магазин, рядом супермаркет, рядом гипермаркет, рядом рынок, рядом спортивный центр, рядом зеленая зона",есть,Уручье,,Московское,Витебск,стандартный проект,газовая,ДСП,месяц,Витебск. Напротив - ТЦ Грин. Окна выходят на памятник В Интернационалистов. Хорошие соседи. Квартира сдается по договору аренды. Коммунальные услуги оплачиваются отдельно по жировке,,,хороший ремонт,раздельный,,,длительный,есть,панельный,,семье,,,6 / 8,222150,212935
1021,1021,"Минск, Богдановича ул., 136",80/40/16,1075675,, 19/26 кар , 2/2 ,53.938082,27.585254,18.0,2 443 руб/месяц,1200 $/месяц,9,48,"Я.Коласа-Рига, Некрасова, Восточная",,лоджия застекленная,"холодильник, посуда, свч-печь, мелкая бытовая техника, посудомоечная машина, стиральная машина, джакузи, телевизор, DVD-проигрыватель, музыкальный центр, домашний кинотеатр, интернет, высокоскоростной интернет, кондиционер",,,2012.0,2017-12-03,"VIP-квартира, домофон, металлическая дверь, охраняемая территория, консьержка, лифт, встроенные шкафы, стеклопакеты, гараж, подземный гараж, парковка, хороший вид из окна, благоустроенный двор, детская площадка, рядом магазин, рядом супермаркет, рядом гипермаркет, рядом рынок, рядом спортивный центр, рядом зеленая зона, элитная квартира",есть,Академия Наук,,,Минск,новостройка,электрическая,ламинат,2 месяца,"Квартира от собственника! Актуальное предложение.VIP квартира! Дорогой дизайнерский ремонт, панорамный вид на город!Полностью укомплектована!",,Советский район,евроремонт,раздельный,,,длительный,есть,каркасно-блочный,,,,,19 / 26,4046,2017
1022,1022,"Минск, Старовиленский тракт, 10",67/45/0,610502,"Сдаётся большая 2-х комнатная квартира в центре, Старовиленский тракт 10, территория дома огорожена, отличный ремонт, есть вся мебель и бытовая техника работаем только по факту ", , 2/2 ,53.92256999999999,27.54965,7.0,2 239 руб/месяц,1100 $/месяц,10,36,"Червякова, Шевченко",,лоджия застекленная,,,,,2015-02-11,"VIP-квартира, домофон, металлическая дверь, охраняемая территория, лифт, встроенные шкафы, стеклопакеты, парковка, хороший вид из окна, окна во двор, благоустроенный двор, детская площадка, рядом магазин, рядом зеленая зона, элитная квартира",есть,Немига,,,Минск,улучшенный проект,,паркет,,,,Центральный район,отличный ремонт,совмещенный,,,длительный,,,,,по факту,,,2154,1894
1023,1023,"Минск, Победителей просп., 27",70/39/12,1151403,"Сдается просторная 2-х комн. квартира с евроремонтом по пр-т Победителей, 27 (""Славянский квартал"", 10 мин. до ст.м. ""Немига"" и ст.м. ""Фрунзенская""). Имеется машиноместо в подземном паркинге. Просторная квартира-студия с гостевой зоной и спальней (двуспальная кровать), кухня со встроенной бытовой техникой, гардеробная, имеется застекленная лоджия. Шикарная квартира с качественным, дизайнерским ремонтом. Есть вся мебель и бытовая техника (установлена система приточной вентиляции, LED TV, бойлер, стиральная машина, холодильник, СВЧ, варочная поверхность, духовой шкаф, вытяжка), дом повышенной комфортности с огороженной территорией, подземным паркингом и видеонаблюдением по периметру. Шаговая доступность до парка и набережной. Готова для заселения и комфортного проживания.", 9в/25 мк , 2/2 ,53.9119,27.5402,15.0,2 239 руб/месяц,1100 $/месяц,8,32,"Победителей, Заславская",Гарант Недвижимость,,высокоскоростной интернет,,,2012.0,2017-12-05,,есть,Фрунзенская,,,Минск,новостройка,,ламинат,не нужна,,,Центральный район,евроремонт,,,,длительный,есть,монолитно-каркасный,,,по факту,,9 / 25,1620,733
1024,1024,"Минск, Пономаренко ул., 52",55/35/7,1206013,, 2/9 к , 2/2 ,53.895311,27.481886,,Цена договорная,Цена договорная,8,31,Пушкина-Мавра-Бельского,,лоджия застекленная,"холодильник, свч-печь, мелкая бытовая техника, телевизор, интернет",,,1997.0,2017-12-05,"домофон, металлическая дверь, лифт, стеклопакеты, парковка, детская площадка, рядом магазин, рядом зеленая зона",есть,Спортивная,,,Минск,стандартный проект,газовая,линолеум,месяц,,,Фрунзенский район,хороший ремонт,раздельный,,,длительный,есть,кирпичный,,семье,,,2 / 9,5316,1468
1025,1025,"Кричев, Парковая ул., 3",48/45/9,1173710,, 5/5 п , 2/2 ,53.695788,31.706855,,Цена договорная,Цена договорная,3,42,,,лоджия,"холодильник, посуда, мелкая бытовая техника, стиральная машина, телевизор",,,1996.0,2017-10-10,"домофон, металлическая дверь, встроенные шкафы, парковка, хороший вид из окна, рядом магазин",есть,Уручье,,,Кричев,стандартный проект,газовая,деревянные,,Только для организации!,,,нормальный ремонт,раздельный,,,длительный,нет,панельный,,,,,5 / 5,273259,265315
1026,1026,"Витебск, 33-й Армии ул.",73/40/11,1160069,, 7/10 п , 3/3 ,55.164871,30.280425,18.0,366 руб/месяц,180 $/месяц,11,93,,,2 лоджии застекленные,"холодильник, стиральная машина, телевизор, DVD-проигрыватель, интернет, высокоскоростной интернет",,,2017.0,2017-10-04,"домофон, металлическая дверь, лифт, стеклопакеты, парковка, детская площадка, рядом магазин, рядом супермаркет, рядом зеленая зона",есть,Уручье,,Московское,Витебск,новостройка,,,,"Сдается от собственника в долговременную аренду Асолютно! Новая (июнь 2017) 3комнатная светлая уютная квартира с хорошим ремонтом не угловая на 7 этаже 10этажного дома в Билево-3, ул. 33 Армии. Новая сантехника, газовая плита, ламинат, натяжные потолки, плитка,пластиковые стеклопакеты, 2 застекленные лоджии. Новая кухонная мебель, уголок, прихожая. Металлическая дверь. Домофон При желании установится в хорошем состоянии: стиральная машина, холодильник, набор спальной мебели (2спальная(1+1) кровать, 2 тумбочки, 2 шкафа, зеркальное трюмо) и 1спальная кровать, телевизор, двд-плеер с коллекцией фильмов и мультфильмов. Также при необходимости - кабельное ТВ и высокоскоростной интернет по оптоволокну. 3 минуты до остановки общественного транспорта и Супермаркета.2 парковки у дома. Счетчики газа, электричества, воды.Зарегистрирован 1 человек.Никто не проживал и не проживает!Рядом природа.Хорошие соседи.С заключением договора.Цена - 350р. (~180 у.е.) + оплата ко",,,,раздельный,,,длительный,,панельный,,,,,7 / 10,224561,215291
1027,1027,"Дружный, Шамановского ул., 51",71/46/9,1170437,, 8/9 п , 3/3 ,53.622804,27.893049,3.0,366 руб/месяц,180 $/месяц,2,16,,,,"холодильник, посуда, мелкая бытовая техника, стиральная машина, телевизор, высокоскоростной интернет, компьютерная сеть",,,1990.0,2017-10-03,"металлическая дверь, стеклопакеты",есть,Могилевская,,Пуховичское 35.0 км. от МКАД,Дружный,чешский проект,электрическая,ламинат,месяц,,,,отличный ремонт,,,,длительный,есть,панельный,,,,,8 / 9,38168,30248
1028,1028,"Минск, Немига ул., 8",50/13/0,1178653,"Сдаётся квартира после ремонта,никто не жил по адресу ул. Немига., 8. Дизайнерское оформление всей площади. Есть два охраняемых машиноместа за доп. плату. Исторический центр. В квартире есть все для комфортного проживания. Возможно граждане РФ.ТОРГ.", 7в/12 , 2/1 ,53.9037,27.5498,18.0,2 239 руб/месяц,1100 $/месяц,9,22,"Победителей, Заславская",Гарант Недвижимость,,,,,,2017-12-05,,есть,Немига,,,Минск,,,ламинат,не нужна,,,Центральный район,евроремонт,,,,длительный,есть,,,,по факту,,7 / 12,771,356
1029,1029,"Минск, Маркса ул., 39",57/44/6,1194361,"Сдается двухкомнатная квартира в центре города по ул. Маркса 39,в спальне вид из окна на национальный академический театр имени Янки Купалы и администрацию президента. В кухне и в зале вид во двор. Двор ухоженный, есть детская площадка. Дом находится возле посольства Великобритании и под постоянным наблюдением милиции и видеокамер. Есть постоянные места для парковки во дворе, т.к. установлен шлагбаум. В квартире есть все для жизни: стиральная машина, чайник, кондиционер, телевизор, интернет, утюг, гладильная доска, фен, полный комплект посуды. Изолированная уютная спальня, гостиная зона совмещенная с кухней, встроенная кухня оборудована варочной поверхностью.Квартира сдается на длительный срок и полностью готова к проживанию.", 3в/5 п , 2/2 ,53.9,27.5617,11.0,2 239 руб/месяц,1100 $/месяц,7,21,"Маркса, Кирова",Гарант Недвижимость,,,,,1953.0,2017-12-01,,есть,Купаловская,,,Минск,сталинка,,ламинат,не нужна,,,Ленинский район,евроремонт,,,,длительный,есть,панельный,,,по факту,,3 / 5,500,100
1030,1030,Марьина Горка,47/26/8,1199779,, 1в/2 к , 2/2 ,53.511751,28.147757,,Цена договорная,Цена договорная,5,44,,,нет,,1-й высокий,,,2017-11-24,,частично,Могилевская,,Пуховичское,Марьина Горка,хрущевка,газовая,линолеум,,"В шаговой доступности два детских сада,школа,авто и ж/д,магазина и прочее. Тихий уютный двор,хорошие соседи.",,,удовлетворительный ремонт,раздельный,,,длительный,есть,кирпичный,,,,,1 / 2,58291,49905
1031,1031,"Минск, Романовская Слобода ул., 1",90/0/0,184026,, 3/9 , 2/2 ,53.901929,27.54778,8.0,4 886 руб/месяц,2400 $/месяц,7,23,"Независимости, Немига, Романовская слобода",,,"холодильник, посуда, мелкая бытовая техника, посудомоечная машина, стиральная машина, душевая кабина, джакузи, телевизор, домашний кинотеатр, интернет, выделенная линия в интернет, кондиционер",,,,2010-03-02,"VIP-квартира, домофон, сигнализация, металлическая дверь, встроеные шкафы, стеклопакеты, рядом магазин, рядом спортивный центр, элитная квартира",есть,Немига,,,Минск,,,ламинат,2 месяца,"2-х комнатная квартира (90 кв.м.) , ул. Романовская Слобода, кухня - гостиная, квартира укомплектована бытовой техникой известных мировых производителей (посудомоечная машина, варочная панель)",,Центральный район,евроремонт,совмещенный,,,длительный,есть,,,,,,3 / 9,943,587
1032,1032,"Минск, Тиражная ул., 124",245/93/15,1169343,, 3/3 к , 2/2 ,53.940737,27.57492,19.0,3 257 руб/месяц,1600 $/месяц,8,25,Сельхоз посёлок,Мольнар,2 лоджии,"холодильник, стиральная машина, душевая кабина, джакузи, интернет, высокоскоростной интернет, компьютерная сеть",,,2003.0,2017-12-04,"VIP-квартира, сигнализация, металлическая дверь, охраняемая территория, встроенные шкафы, стеклопакеты, гараж, подземный гараж, парковка, хороший вид из окна, окна во двор, благоустроенный двор, детская площадка, рядом зеленая зона, элитная квартира",частично,Академия Наук,,,Минск,улучшенный проект,электрическая,ламинат,2 месяца,,,Советский район,евроремонт,2 сан/узла,,,длительный,есть,кирпичный,,,по факту,,3 / 3,4125,2627
1033,1033,"Минск, Независимости просп., 44",54/32/6,1129153,"По просп. Независимости 44 сдается VIP-квартира. В квартире металлическая дверь, встроенные шкафы, стеклопакеты, окна во двор, двор благоустроен, рядом магазин, супермаркет, зеленая зона. Квартира очень светлая и уютная.", 3в/7 , 2/2 ,53.9113,27.5793,8.0,1 629 руб/месяц,800 $/месяц,7,30,"Гикало,Золотая Горка",Гарант Недвижимость,,,,,,2017-12-01,,есть,Площадь Победы,,,Минск,,,ламинат,не нужна,,,Советский район,евроремонт,,,,длительный,есть,,,,по факту,,3 / 7,1390,288
1034,1034,"Минск, Восточная ул., 33",81/57/11,969809,"Отличное предложение! Сдается просторная, очень светлая 2-х комн. квартира с евроремонтом по ул.Восточная 33.  Квартира полностью укомплектована всей мебелью и бытовой техникой. Две отдельные комнаты, просторная кухня со встроенной бытовой техникой, раздельный сан.узел, застекленный балкон: прекрасный вид на двор, чистый воздух. Современный дом, рядом магазины,парк, школа, садики. Готова для заселения и комфортного проживания!", 12в/15 , 2/2 ,53.933476,27.592113,8.0,1 629 руб/месяц,800 $/месяц,7,22,"Я.Коласа-Рига, Некрасова, Восточная",Гарант Недвижимость,,,,,,2017-12-01,,есть,Академия Наук,,,Минск,,,ламинат,не нужна,,,Советский район,евроремонт,,,,длительный,есть,,,,по факту,,12 / 15,3795,1368
1035,1035,"Минск, Победителей просп., 27",73/37/13,1168988,"Сдается в аренду 2-комнатная квартира по пр-т Победителей, 27", 14/25 , 2/2 ,53.9119,27.5402,28.0,2 138 руб/месяц,1050 $/месяц,10,44,"Победителей, Заславская",RE/MAX Мастер,2 лоджии застекленные,"холодильник, свч-печь, мелкая бытовая техника, посудомоечная машина, стиральная машина, душевая кабина, телевизор",,,2012.0,2017-12-08,"VIP-квартира, домофон, металлическая дверь, охраняемая территория, консьержка, лифт, встроенные шкафы, стеклопакеты, гараж, подземный гараж, парковка, хороший вид из окна, окна во двор, благоустроенный двор, детская площадка, рядом магазин, рядом супермаркет, рядом гипермаркет, рядом зеленая зона, элитная квартира",есть,Фрунзенская,,,Минск,,электрическая,паркетная доска,,Подогрев пола. Парковочное место в подземном гараже.,,Центральный район,отличный ремонт,2 сан/узла,,,длительный,есть,,,,по факту,,14 / 25,1620,733
1036,1036,"Минск, Победителей просп., 27",69/39/12,1042407,"Сдается двухкомнатная квартира в центре Минска по адресу: проспект Победителей, дом 27 (""Славянский квартал""). В квартире есть все для комфортного проживания! Из окна - прекрасный вид! Место в подземном паркинге включено в стоимость! Квартира готова к заселению и проживанию!", 11в/19 , 2/2 ,53.9119,27.5402,15.0,2 138 руб/месяц,1050 $/месяц,9,35,Веснянка,Гарант Недвижимость,,,,,,2017-12-05,,есть,Фрунзенская,,,Минск,,,ламинат,не нужна,,,Центральный район,евроремонт,,,,длительный,есть,,,,по факту,,11 / 19,1620,733
1037,1037,"Минск, Сторожовская ул., 6",108/96/0,1205593,"Сдается просторная 2-х комн. квартира-студия с дизайнерским евроремонтом по ул. Сторожёвская, 6 (пешком 3 мин. до ст.м. ""Немига""). Просторная квартира-студия в статусном доме + машино-место в подземном паркинге. Итальянская кухня со встроенной бытовой техникой объединена с залом , спальня , 2 сан.узла. Шикарная квартира с качественным, дизайнерским ремонтом. Есть вся мебель и бытовая техника (кондиционер, стиральная машина, бойлер, холодильник, телевизор и т.д.), дом повышенной комфортности с огороженной территорией, подземным паркингом и видеонаблюдением по периметру. Это редкое предложение, где цена соответствует качеству!https://www.instagram.com/kv_minsk/", 1в/14 мк , 2/2 ,53.9102,27.5572,22.0,3 054 руб/месяц,1500 $/месяц,5,52,"Машерова, Оперный театр, Коммунистическая",Гарант Недвижимость,,,1-й высокий,,2012.0,2017-12-04,,,Немига,,,Минск,новостройка,электрическая,ламинат,не нужна,,,Центральный район,евроремонт,,,,длительный,есть,монолитно-каркасный,,,по факту,,1 / 14,693,539
1038,1038,"Минск, Кальварийская ул., 16",83/50/16,1207760,, 20/32 кар , 2/2 ,53.9068,27.5325,18.0,3 054 руб/месяц,1500 $/месяц,22,40,Пушкина-Глебки-Притыцкого-Ольшевского-Кальварийская,,лоджия застекленная,"холодильник, посуда, свч-печь, мелкая бытовая техника, посудомоечная машина, стиральная машина, душевая кабина, телевизор, интернет, кондиционер",,,,2017-12-07,"VIP-квартира, домофон, видеодомофон, металлическая дверь, охраняемая территория, лифт, встроенные шкафы, стеклопакеты, подземный гараж, парковка, хороший вид из окна, детская площадка, рядом магазин, рядом супермаркет, рядом гипермаркет, рядом спортивный центр, рядом зеленая зона, элитная квартира",есть,Фрунзенская,,,Минск,новостройка,электрическая,паркетная доска,месяц,"Сдается на длительный срок 2-комнатная квартира студия в самом центре Минска! ЖК `Парус` считается одним из самых престижных жилых комплексов. Для хранения личного автотранспорта жильцов возведен подземный паркинг. Он способен решить вопросы с парковкой автовладельцев.Квартира находится на 20 этаже, что дает прекрасный вид на город Минск. Удобное транспортное сообщение, до центра 5 минут на авто или на общественном транспорте. В шаговой доступности ТЦ `Корона`, аптеки, банки, кафе и пр.В квартире выполнен качественный ремонт из дорогостоящих материалов. Оснащена импортной техникой( стиральная машина, посудомоечная машина, холодильник, свч-печь и прочее). Установлен кондиционер, он работает как на охлаждение, так и на обогрев помещения.Коммунальные платежи небольшие, прописаны люди. Сдается официально по договору. Условия оплаты : месяц вперед + коммунальные платежи+ залог",,Фрунзенский район,евроремонт,совмещенный,,,длительный,есть,каркасно-блочный,,,,,20 / 32,1917,476
1039,1039,"Минск, Победителей просп., 27",78/43/14,1201160,"2-комнатная квартира с качественным ремонтом, мебелью и техникой в  ЖК ""Славянский квартал"". Холодильник  ,  стиральная машина  Hsense,   духовой шкаф, варочная панель,   Electrolux,   вытяжка  Akpo,  посудомоечная машина  Gorenje; встроенная кухня  (Испания),  итальянский кафель, сантехника  Roca (Испания),  межкомнатные двери  ProfilDoors,  ламинат  Egger;  вся необходимая мебель. Первое заселение! Дом повышенной комфортности, 4 лифта (три пассажирских и один грузовой), подземный паркинг. До ст.м.""Немига"" 2 остановки или 15 минут пешком. Зеленая зона, Комсомольское озеро. Аренда от собственника, арендатор риэлтерскую услугу не оплачивает!", 16/19 мк , 2/2 ,53.9119,27.5402,23.0,2 850 руб/месяц,1400 $/месяц,6,57,"Победителей, Заславская",Юриэлт,2 балкона,"холодильник, посудомоечная машина, стиральная машина, телевизор, интернет",,,2012.0,2017-12-05,,есть,Фрунзенская,,,Минск,новостройка,,ламинат,,"2-комнатная квартира с качественным ремонтом, мебелью и техникой в ЖК `Славянский квартал`. Холодильник Gorenje, стиральная машина Hsense, духовой шкаф, варочная панель Electrolux, вытяжка Akpo, посудомоечная машина Gorenje; встроенная кухня (Испания), итальянский кафель, сантехника Roca (Испания),межкомнатные двери ProfilDoors, ламинат Egger; вся необходимая мебель. Первое заселение! Дом повышенной комфортности, 4 лифта (три пассажирских и один грузовой), подземный паркинг. До ст.м.`Немига` 2 остановки или 15 минут пешком. Зеленая зона, Комсомольское озеро. Аренда от собственника, арендатор риэлтерскую услугу не оплачивает!",,Центральный район,,2 сан/узла,,,длительный,,монолитно-каркасный,,,,,16 / 19,1620,733
1040,1040,"Минск, Фрунзе ул., 3",60/32/11,1197689,"Сдается 2ух комнатная квартира в историческом центре Минска по ул. Фрунзе 3. В квартире выполнен ремонт из высококачественных материалов. Укомплектована абсолютно всей мебелью, техникой и бытовыми мелочами для комфортного проживания. Максимально развитая инфраструктура и транспортное сообщение.", 1в/4 к , 2/2 ,53.9064,27.5743,15.0,1 629 руб/месяц,800 $/месяц,5,13,"Захарова, Пулихова",Гарант Недвижимость,,,1-й высокий,,1954.0,2017-12-01,,есть,Площадь Победы,,,Минск,сталинка,,ламинат,не нужна,,,Партизанский район,евроремонт,,,,длительный,есть,кирпичный,,,по факту,,1 / 4,864,361
